CorrTime,fltLongitude,fltLatitude,fltSpeed,dtTime,srtAngle,NoOfSat,DoorOpen,IgniStat,ExtBatLevel,IntBatLevel,odo,din3,din4,an1,an2,an3,an4,odometer,zzentrydt
19-06-2018 09:56:56,81.171386,24.48841,6,19-06-2018 04:26,101,,1,1,14303,4003,58,1,1,13840,,300,300,,19-06-2018 04:27
19-06-2018 09:57:26,81.171962,24.488314,5,19-06-2018 04:27,95,,1,1,14321,4003,60,1,1,13847,,300,300,,19-06-2018 04:28
19-06-2018 09:57:44,81.172256,24.48824,6,19-06-2018 04:27,115,,1,1,14316,4003,31,1,1,13834,,300,300,,19-06-2018 04:28
19-06-2018 09:58:14,81.172768,24.488123,7,19-06-2018 04:28,99,,1,1,14313,4003,54,1,1,13832,,300,300,,19-06-2018 04:28
19-06-2018 09:58:44,81.173325,24.487989,6,19-06-2018 04:28,103,,1,1,14315,4003,59,1,1,13831,,300,300,,19-06-2018 04:29
19-06-2018 09:59:14,81.173862,24.487874,6,19-06-2018 04:29,105,,1,1,14312,4003,57,1,1,13844,,300,300,,19-06-2018 04:29
19-06-2018 09:59:44,81.174381,24.487755,6,19-06-2018 04:29,102,,1,1,14320,4003,55,1,1,13841,,300,300,,19-06-2018 04:30
19-06-2018 10:00:14,81.174918,24.487645,6,19-06-2018 04:30,103,,1,1,14300,4003,57,1,1,13837,,300,300,,19-06-2018 04:31
19-06-2018 10:00:44,81.175462,24.487544,6,19-06-2018 04:30,99,,1,1,14308,4003,57,1,1,13825,,300,300,,19-06-2018 04:31
19-06-2018 10:01:14,81.175994,24.487478,6,19-06-2018 04:31,94,,1,1,14309,4003,55,1,1,13834,,300,300,,19-06-2018 04:31
19-06-2018 10:01:45,81.176538,24.487429,6,19-06-2018 04:31,94,,1,1,14316,4003,56,1,1,13827,,300,300,,19-06-2018 04:32
19-06-2018 10:02:14,81.177005,24.487424,6,19-06-2018 04:32,87,,1,1,14306,4003,48,1,1,13831,,300,300,,19-06-2018 04:33
19-06-2018 10:02:44,81.177568,24.487426,6,19-06-2018 04:32,88,,1,1,14312,4003,58,1,1,13838,,300,300,,19-06-2018 04:33
19-06-2018 10:03:14,81.178138,24.487446,6,19-06-2018 04:33,89,,1,1,14301,4003,59,1,1,13820,,300,300,,19-06-2018 04:33
19-06-2018 10:03:44,81.17872,24.487453,6,19-06-2018 04:33,87,,1,1,14301,4003,60,1,1,13832,,300,300,,19-06-2018 04:34
19-06-2018 10:04:14,81.179296,24.487477,6,19-06-2018 04:34,87,,1,1,14300,4003,59,1,1,13835,,300,300,,19-06-2018 04:34
19-06-2018 10:04:44,81.179866,24.487483,6,19-06-2018 04:34,89,,1,1,14307,4003,59,1,1,13832,,300,300,,19-06-2018 04:35
19-06-2018 10:05:14,81.180422,24.48752,6,19-06-2018 04:35,88,,1,1,14307,4003,58,1,1,13828,,300,300,,19-06-2018 04:36
19-06-2018 10:05:44,81.180979,24.48756,6,19-06-2018 04:35,83,,1,1,14311,4003,58,1,1,13812,,300,300,,19-06-2018 04:36
19-06-2018 10:06:14,81.181542,24.487627,6,19-06-2018 04:36,81,,1,1,14308,4003,59,1,1,13833,,300,300,,19-06-2018 04:36
19-06-2018 10:06:44,81.182074,24.487734,6,19-06-2018 04:36,73,,1,1,14322,4003,56,1,1,13850,,300,300,,19-06-2018 04:37
19-06-2018 10:07:14,81.182579,24.487882,6,19-06-2018 04:37,72,,1,1,14315,4003,55,1,1,13840,,300,300,,19-06-2018 04:37
19-06-2018 10:07:44,81.183066,24.488066,6,19-06-2018 04:37,64,,1,1,14319,4003,54,1,1,13836,,300,300,,19-06-2018 04:38
19-06-2018 10:08:14,81.183539,24.488275,6,19-06-2018 04:38,61,,1,1,14316,4003,54,1,1,13843,,300,300,,19-06-2018 04:38
19-06-2018 10:08:44,81.184006,24.488533,6,19-06-2018 04:38,56,,1,1,14309,4003,56,1,1,13808,,300,300,,19-06-2018 04:39
19-06-2018 10:09:14,81.184448,24.488819,6,19-06-2018 04:39,47,,1,1,14314,4003,56,1,1,13834,,300,300,,19-06-2018 04:39
19-06-2018 10:09:44,81.184614,24.489106,5,19-06-2018 04:39,46,,1,1,14314,4003,37,1,1,13827,,300,300,,19-06-2018 04:40
19-06-2018 10:10:14,81.184998,24.489416,6,19-06-2018 04:40,50,,1,1,14316,4003,53,1,1,13846,,300,300,,19-06-2018 04:41
19-06-2018 10:10:44,81.185344,24.489678,6,19-06-2018 04:40,43,,1,1,14315,4003,46,1,1,13833,,300,300,,19-06-2018 04:41
19-06-2018 10:11:14,81.185645,24.489981,4,19-06-2018 04:41,48,,1,1,14313,4003,46,1,1,13831,,300,300,,19-06-2018 04:42
19-06-2018 10:11:44,81.185946,24.490251,5,19-06-2018 04:41,53,,1,1,14311,4003,44,1,1,13840,,300,300,,19-06-2018 04:42
19-06-2018 10:12:14,81.186285,24.490541,6,19-06-2018 04:42,42,,1,1,14314,4003,48,1,1,13832,,300,300,,19-06-2018 04:43
19-06-2018 10:12:44,81.186637,24.490837,6,19-06-2018 04:42,42,,1,1,14315,4003,49,1,1,13831,,300,300,,19-06-2018 04:43
19-06-2018 10:13:14,81.187008,24.491158,5,19-06-2018 04:43,45,,1,1,14316,4003,53,1,1,13860,,300,300,,19-06-2018 04:44
19-06-2018 10:13:44,81.187379,24.491469,6,19-06-2018 04:43,40,,1,1,14304,4003,52,1,1,13830,,300,300,,19-06-2018 04:44
19-06-2018 10:14:14,81.187674,24.491758,5,19-06-2018 04:44,46,,1,1,14307,4003,45,1,1,13833,,300,300,,19-06-2018 04:45
19-06-2018 10:14:44,81.188019,24.492061,6,19-06-2018 04:44,55,,1,1,14307,4003,49,1,1,13835,,300,300,,19-06-2018 04:45
19-06-2018 10:15:14,81.188365,24.492376,6,19-06-2018 04:45,48,,1,1,14306,4003,50,1,1,13851,,300,300,,19-06-2018 04:46
19-06-2018 10:15:44,81.188717,24.49268,5,19-06-2018 04:45,46,,1,1,14291,4003,50,1,1,13836,,300,300,,19-06-2018 04:46
19-06-2018 10:16:14,81.189024,24.493021,5,19-06-2018 04:46,14,,1,1,14296,4003,50,1,1,13829,,300,300,,19-06-2018 04:47
19-06-2018 10:16:22,81.189114,24.493099,6,19-06-2018 04:46,79,,1,1,14300,4003,13,1,1,13836,,300,300,,19-06-2018 04:47
19-06-2018 10:16:26,81.189184,24.493098,6,19-06-2018 04:46,99,,1,1,14271,4003,7,1,1,13833,,300,300,,19-06-2018 04:47
19-06-2018 10:16:31,81.189248,24.493083,6,19-06-2018 04:46,121,,1,1,14288,4003,7,1,1,13833,,300,300,,19-06-2018 04:47
19-06-2018 10:16:33,81.189293,24.493048,7,19-06-2018 04:46,137,,1,1,14289,4003,6,1,1,13830,,300,300,,19-06-2018 04:47
19-06-2018 10:16:36,81.189299,24.493027,8,19-06-2018 04:46,172,,1,1,14262,4003,2,1,1,13823,,300,300,,19-06-2018 04:47
19-06-2018 10:16:52,81.189434,24.492899,6,19-06-2018 04:46,126,,1,1,14298,4003,20,1,1,13833,,300,300,,19-06-2018 04:47
19-06-2018 10:17:03,81.189613,24.492824,6,19-06-2018 04:47,91,,1,1,14298,4003,20,1,1,13824,,300,300,,19-06-2018 04:47
19-06-2018 10:17:04,81.189632,24.492826,6,19-06-2018 04:47,70,,1,1,14288,4003,2,1,1,13812,,300,300,,19-06-2018 04:47
19-06-2018 10:17:34,81.190022,24.493058,6,19-06-2018 04:47,50,,1,1,14308,4003,48,1,1,13833,,300,300,,19-06-2018 04:48
19-06-2018 10:18:04,81.190445,24.49336,6,19-06-2018 04:48,50,,1,1,14306,4003,55,1,1,13836,,300,300,,19-06-2018 04:48
19-06-2018 10:18:34,81.190829,24.493638,6,19-06-2018 04:48,48,,1,1,14281,4003,51,1,1,13825,,300,300,,19-06-2018 04:51
19-06-2018 10:19:04,81.191296,24.49385,6,19-06-2018 04:49,63,,1,1,14315,4003,54,1,1,13831,,300,12,,19-06-2018 05:02
19-06-2018 10:19:34,81.191763,24.49405,5,19-06-2018 04:49,61,,1,1,14309,4003,53,1,1,13827,,300,12,,19-06-2018 05:02
19-06-2018 10:20:04,81.191699,24.494122,6,19-06-2018 04:50,243,,1,1,14308,4003,11,1,1,13835,,300,12,,19-06-2018 05:02
19-06-2018 10:20:34,81.19127,24.493936,5,19-06-2018 04:50,244,,1,1,14302,4003,49,1,1,13836,,300,12,,19-06-2018 05:02
19-06-2018 10:21:04,81.190938,24.493789,0,19-06-2018 04:51,237,,1,1,14383,4003,38,1,1,13902,,300,12,,19-06-2018 05:02
19-06-2018 10:21:05,81.190938,24.493789,0,19-06-2018 04:51,237,,0,1,14397,4003,0,1,1,13917,,300,300,,19-06-2018 04:51
19-06-2018 10:21:35,81.190938,24.493789,0,19-06-2018 04:51,237,,0,0,13725,4003,0,1,1,0,,300,300,,19-06-2018 04:52
19-06-2018 10:22:05,81.190938,24.493789,0,19-06-2018 04:52,237,,0,0,13599,4003,0,1,0,0,,300,300,,19-06-2018 04:52
19-06-2018 10:22:35,81.190938,24.493789,0,19-06-2018 04:52,237,,0,0,13540,4003,0,1,0,0,,300,300,,19-06-2018 04:53
19-06-2018 10:22:41,81.190938,24.493789,0,19-06-2018 04:52,237,,0,0,13522,4003,0,1,0,0,,300,300,,19-06-2018 04:53
19-06-2018 10:23:11,81.190938,24.493789,0,19-06-2018 04:53,237,,0,0,13491,4003,0,1,0,0,,300,300,,19-06-2018 04:54
19-06-2018 10:23:41,81.190938,24.493789,0,19-06-2018 04:53,237,,0,0,13472,4003,0,1,0,0,,300,300,,19-06-2018 04:54
19-06-2018 10:24:11,81.190938,24.493789,0,19-06-2018 04:54,237,,0,0,13452,4003,0,1,0,0,,300,300,,19-06-2018 04:55
19-06-2018 10:24:41,81.190938,24.493789,0,19-06-2018 04:54,237,,0,0,13433,4003,0,1,0,0,,300,300,,19-06-2018 04:55
19-06-2018 10:25:11,81.190938,24.493789,0,19-06-2018 04:55,237,,0,0,13423,4003,0,1,0,0,,300,300,,19-06-2018 04:56
19-06-2018 10:25:41,81.190938,24.493789,0,19-06-2018 04:55,237,,0,0,13404,4003,0,1,0,0,,300,300,,19-06-2018 04:56
19-06-2018 10:26:11,81.190938,24.493789,0,19-06-2018 04:56,237,,0,0,13384,4003,0,1,0,0,,300,300,,19-06-2018 04:56
19-06-2018 10:26:41,81.190938,24.493789,0,19-06-2018 04:56,237,,0,0,13375,4003,0,1,0,0,,300,300,,19-06-2018 04:57
19-06-2018 10:27:11,81.190938,24.493789,0,19-06-2018 04:57,237,,0,0,13374,4003,0,1,0,0,,300,300,,19-06-2018 04:57
19-06-2018 10:27:17,81.190938,24.493789,0,19-06-2018 04:57,237,,1,1,13344,4003,0,1,1,0,,300,300,,19-06-2018 04:57
19-06-2018 10:27:47,81.190938,24.493789,0,19-06-2018 04:57,237,,1,1,12769,4003,0,1,0,2586,,300,300,,19-06-2018 04:58
19-06-2018 10:28:17,81.191046,24.493901,3,19-06-2018 04:58,29,,1,1,14290,4003,17,1,1,13835,,300,300,,19-06-2018 05:00
19-06-2018 10:28:47,81.190835,24.493811,3,19-06-2018 04:58,242,,1,1,14326,4003,24,1,1,13859,,300,300,,19-06-2018 05:00
19-06-2018 10:29:17,81.190534,24.493677,4,19-06-2018 04:59,247,,1,1,14309,4003,35,1,1,13853,,300,300,,19-06-2018 05:00
19-06-2018 10:29:47,81.190208,24.493547,4,19-06-2018 04:59,243,,1,1,14323,4003,37,1,1,13837,,300,300,,19-06-2018 05:00
19-06-2018 10:30:17,81.190099,24.493496,0,19-06-2018 05:00,246,,1,1,14319,4003,13,1,1,13869,,300,300,,19-06-2018 05:01
19-06-2018 10:30:47,81.190099,24.493496,0,19-06-2018 05:00,246,,1,1,14329,4003,0,1,1,13893,,300,300,,19-06-2018 05:01
19-06-2018 10:31:17,81.190099,24.493496,0,19-06-2018 05:01,246,,1,1,14289,4003,0,1,1,13825,,300,300,,19-06-2018 05:02
19-06-2018 10:31:47,81.190099,24.493496,0,19-06-2018 05:01,246,,1,1,14294,4003,0,1,1,13804,,300,300,,19-06-2018 05:02
19-06-2018 10:32:17,81.190099,24.493496,0,19-06-2018 05:02,246,,1,1,14328,4003,0,1,1,13858,,300,300,,19-06-2018 05:03
19-06-2018 10:32:47,81.189965,24.493386,0,19-06-2018 05:02,42,,1,1,14298,4003,19,1,1,13824,,300,300,,19-06-2018 05:03
19-06-2018 10:33:17,81.189965,24.493386,0,19-06-2018 05:03,42,,1,1,14298,4003,0,1,1,13832,,300,300,,19-06-2018 05:04
19-06-2018 10:33:47,81.189965,24.493386,0,19-06-2018 05:03,42,,1,1,14293,4003,0,1,1,13832,,300,300,,19-06-2018 05:04
19-06-2018 10:34:17,81.189965,24.493386,0,19-06-2018 05:04,42,,1,1,14331,4003,0,1,1,13848,,300,300,,19-06-2018 05:04
19-06-2018 10:34:47,81.189965,24.493386,0,19-06-2018 05:04,42,,1,1,14338,4003,0,1,1,13871,,300,300,,19-06-2018 05:05
19-06-2018 10:35:17,81.189965,24.493386,0,19-06-2018 05:05,42,,1,1,14375,4003,0,1,1,13900,,300,300,,19-06-2018 05:06
19-06-2018 10:35:47,81.189965,24.493386,0,19-06-2018 05:05,42,,1,1,14377,4003,0,1,1,13895,,300,300,,19-06-2018 05:06
19-06-2018 10:36:17,81.189965,24.493386,0,19-06-2018 05:06,42,,1,1,14371,4003,0,1,1,13907,,300,300,,19-06-2018 05:07
19-06-2018 10:36:47,81.189965,24.493386,0,19-06-2018 05:06,42,,1,1,14377,4003,0,1,1,13903,,300,300,,19-06-2018 05:07
19-06-2018 10:37:17,81.189965,24.493386,0,19-06-2018 05:07,42,,1,1,14375,4003,0,1,1,13909,,300,300,,19-06-2018 05:08
19-06-2018 10:37:47,81.189965,24.493386,0,19-06-2018 05:07,42,,1,1,14372,4003,0,1,1,13902,,300,300,,19-06-2018 05:08
19-06-2018 10:38:17,81.189965,24.493386,0,19-06-2018 05:08,42,,1,1,14370,4003,0,1,1,13895,,300,300,,19-06-2018 05:08
19-06-2018 10:38:47,81.189965,24.493386,0,19-06-2018 05:08,42,,1,1,14366,4003,0,1,1,13892,,300,300,,19-06-2018 05:09
19-06-2018 10:39:17,81.189965,24.493386,0,19-06-2018 05:09,42,,1,1,14360,4003,0,1,1,13881,,300,300,,19-06-2018 05:10
19-06-2018 10:39:47,81.189965,24.493386,0,19-06-2018 05:09,42,,1,1,14298,4003,0,1,1,13831,,300,300,,19-06-2018 05:10
19-06-2018 10:40:17,81.189965,24.493386,0,19-06-2018 05:10,42,,1,1,14288,4003,0,1,1,13830,,300,300,,19-06-2018 05:11
19-06-2018 10:40:47,81.189965,24.493386,0,19-06-2018 05:10,42,,1,1,14322,4003,0,1,1,13855,,300,300,,19-06-2018 05:11
19-06-2018 10:41:17,81.189965,24.493386,0,19-06-2018 05:11,42,,1,1,14316,4003,0,1,1,13865,,300,300,,19-06-2018 05:11
19-06-2018 10:41:47,81.189965,24.493386,0,19-06-2018 05:11,42,,1,1,14359,4003,0,1,1,13889,,300,300,,19-06-2018 05:12
19-06-2018 10:42:17,81.189965,24.493386,0,19-06-2018 05:12,42,,1,1,14332,4003,0,1,1,13865,,300,300,,19-06-2018 05:12
19-06-2018 10:42:47,81.189965,24.493386,0,19-06-2018 05:12,42,,1,1,14328,4003,0,1,1,13858,,300,300,,19-06-2018 05:13
19-06-2018 10:43:12,81.190246,24.49356,6,19-06-2018 05:13,66,,1,1,14270,4003,35,1,1,13796,,300,300,,19-06-2018 05:13
19-06-2018 10:43:12,81.190266,24.493566,6,19-06-2018 05:13,66,,1,1,14281,4003,2,1,1,13783,,300,300,,19-06-2018 05:13
19-06-2018 10:43:43,81.190688,24.493744,4,19-06-2018 05:13,64,,1,1,14282,4003,48,1,1,13813,,300,300,,19-06-2018 05:14
19-06-2018 10:44:13,81.190976,24.493901,4,19-06-2018 05:14,56,,1,1,14282,4003,35,1,1,13808,,300,300,,19-06-2018 05:15
19-06-2018 10:44:43,81.191059,24.493898,0,19-06-2018 05:14,178,,1,1,14289,4003,9,1,1,13805,,300,300,,19-06-2018 05:20
19-06-2018 10:45:13,81.191072,24.493859,0,19-06-2018 05:15,266,,1,1,14325,4003,5,1,1,13820,,300,12,,19-06-2018 05:31
19-06-2018 10:45:43,81.191072,24.493859,0,19-06-2018 05:15,266,,1,1,14293,4003,0,1,1,13811,,300,12,,19-06-2018 05:31
19-06-2018 10:46:13,81.190995,24.493874,0,19-06-2018 05:16,74,,1,1,14329,4003,8,1,1,13863,,300,12,,19-06-2018 05:31
19-06-2018 10:46:43,81.190995,24.493875,0,19-06-2018 05:16,172,,1,1,14325,4003,0,1,1,13855,,300,12,,19-06-2018 05:31
19-06-2018 10:47:13,81.190995,24.493875,0,19-06-2018 05:17,172,,1,1,14337,4003,0,1,1,13805,,300,12,,19-06-2018 05:31
19-06-2018 10:47:43,81.190995,24.493875,0,19-06-2018 05:17,172,,1,1,14322,4003,0,1,1,13853,,300,12,,19-06-2018 05:31
19-06-2018 10:48:13,81.190995,24.493875,0,19-06-2018 05:18,172,,1,1,14327,4003,0,1,1,13860,,300,300,,19-06-2018 05:20
19-06-2018 10:48:43,81.190758,24.493774,4,19-06-2018 05:18,245,,1,1,14333,4003,27,1,1,13859,,300,300,,19-06-2018 05:20
19-06-2018 10:49:13,81.190451,24.493654,4,19-06-2018 05:19,247,,1,1,14330,4003,34,1,1,13867,,300,300,,19-06-2018 05:20
19-06-2018 10:49:43,81.190138,24.493528,0,19-06-2018 05:19,246,,1,1,14334,4003,35,1,1,13865,,300,300,,19-06-2018 05:20
19-06-2018 10:50:13,81.190138,24.493528,0,19-06-2018 05:20,246,,1,1,14271,4003,0,1,1,13819,,300,300,,19-06-2018 05:21
19-06-2018 10:50:43,81.190138,24.493528,0,19-06-2018 05:20,246,,1,1,14305,4003,0,1,1,13821,,300,300,,19-06-2018 05:21
19-06-2018 10:51:13,81.190138,24.493528,0,19-06-2018 05:21,246,,1,1,14302,4003,0,1,1,13812,,300,300,,19-06-2018 05:22
19-06-2018 10:51:43,81.190138,24.493528,0,19-06-2018 05:21,246,,1,1,14338,4003,0,1,1,13859,,300,300,,19-06-2018 05:22
19-06-2018 10:52:13,81.190138,24.493528,0,19-06-2018 05:22,246,,1,1,14339,4003,0,1,1,13866,,300,300,,19-06-2018 05:22
19-06-2018 10:52:43,81.190138,24.493528,0,19-06-2018 05:22,246,,1,1,14302,4003,0,1,1,13824,,300,300,,19-06-2018 05:23
19-06-2018 10:53:13,81.190138,24.493528,0,19-06-2018 05:23,246,,1,1,14301,4003,0,1,1,13824,,300,300,,19-06-2018 05:23
19-06-2018 10:53:43,81.190138,24.493528,0,19-06-2018 05:23,246,,1,1,14331,4003,0,1,1,13860,,300,300,,19-06-2018 05:24
19-06-2018 10:54:13,81.190138,24.493528,0,19-06-2018 05:24,246,,1,1,14326,4003,0,1,1,13855,,300,300,,19-06-2018 05:24
19-06-2018 10:54:43,81.190138,24.493528,0,19-06-2018 05:24,246,,1,1,14319,4003,0,1,1,13854,,300,300,,19-06-2018 05:25
19-06-2018 10:55:13,81.190138,24.493528,0,19-06-2018 05:25,246,,1,1,14329,4003,0,1,1,13859,,300,300,,19-06-2018 05:26
19-06-2018 10:55:43,81.190138,24.493528,0,19-06-2018 05:25,246,,1,1,14371,4003,0,1,1,13899,,300,300,,19-06-2018 05:26
19-06-2018 10:56:13,81.190138,24.493528,0,19-06-2018 05:26,246,,1,1,14363,4003,0,1,1,13890,,300,300,,19-06-2018 05:27
19-06-2018 10:56:43,81.190138,24.493528,0,19-06-2018 05:26,246,,1,1,14363,4003,0,1,1,13900,,300,300,,19-06-2018 05:27
19-06-2018 10:57:13,81.190138,24.493528,0,19-06-2018 05:27,246,,1,1,14356,4003,0,1,1,13893,,300,300,,19-06-2018 05:28
19-06-2018 10:57:43,81.190138,24.493528,0,19-06-2018 05:27,246,,1,1,14356,4003,0,1,1,13892,,300,300,,19-06-2018 05:28
19-06-2018 10:58:13,81.190138,24.493528,0,19-06-2018 05:28,246,,1,1,14356,4003,0,1,1,13893,,300,300,,19-06-2018 05:29
19-06-2018 10:58:43,81.190138,24.493528,0,19-06-2018 05:28,246,,1,1,14364,4003,0,1,1,13894,,300,300,,19-06-2018 05:29
19-06-2018 10:59:13,81.190138,24.493528,0,19-06-2018 05:29,246,,1,1,14380,4003,0,1,1,13869,,300,300,,19-06-2018 05:29
19-06-2018 10:59:43,81.190138,24.493528,0,19-06-2018 05:29,246,,1,1,14351,4003,0,1,1,13882,,300,300,,19-06-2018 05:30
19-06-2018 11:00:13,81.190138,24.493528,0,19-06-2018 05:30,246,,1,1,14370,4003,0,1,1,13895,,300,300,,19-06-2018 05:31
19-06-2018 11:00:43,81.190138,24.493528,0,19-06-2018 05:30,246,,1,1,14356,4003,0,1,1,13878,,300,300,,19-06-2018 05:31
19-06-2018 11:01:13,81.190138,24.493528,0,19-06-2018 05:31,246,,1,1,14315,4003,0,1,1,13852,,300,300,,19-06-2018 05:32
19-06-2018 11:01:43,81.190675,24.493762,3,19-06-2018 05:31,66,,1,1,14321,4003,61,1,1,13845,,300,300,,19-06-2018 05:32
19-06-2018 11:02:13,81.190733,24.493786,0,19-06-2018 05:32,67,,1,1,14328,4003,7,1,1,13861,,300,300,,19-06-2018 05:32
19-06-2018 11:02:39,81.19097,24.493829,6,19-06-2018 05:32,214,,1,1,14281,4003,25,1,1,13803,,300,300,,19-06-2018 05:33
19-06-2018 11:02:58,81.190726,24.493693,6,19-06-2018 05:32,253,,1,1,14295,4003,29,1,1,13810,,300,300,,19-06-2018 05:33
19-06-2018 11:03:28,81.190323,24.493522,0,19-06-2018 05:33,265,,1,1,14324,4003,46,1,1,13853,,300,300,,19-06-2018 05:34
19-06-2018 11:03:31,81.190323,24.493522,0,19-06-2018 05:33,265,,0,1,14365,4003,0,1,1,13913,,300,300,,19-06-2018 05:34
19-06-2018 11:04:01,81.190323,24.493522,0,19-06-2018 05:34,265,,0,0,13715,4003,0,1,1,0,,300,300,,19-06-2018 05:34
19-06-2018 11:04:31,81.190323,24.493522,0,19-06-2018 05:34,265,,0,0,13579,4003,0,1,0,0,,300,300,,19-06-2018 05:35
19-06-2018 11:05:01,81.190323,24.493522,0,19-06-2018 05:35,265,,0,0,13521,4003,0,1,0,0,,300,300,,19-06-2018 05:36
19-06-2018 11:05:07,81.190323,24.493522,0,19-06-2018 05:35,265,,0,0,13491,4003,0,1,0,0,,300,300,,19-06-2018 05:36
19-06-2018 11:05:37,81.190323,24.493522,0,19-06-2018 05:35,265,,0,0,13499,4003,0,1,0,12,,300,300,,19-06-2018 05:36
19-06-2018 11:06:07,81.190323,24.493522,0,19-06-2018 05:36,265,,0,0,13462,4003,0,1,0,0,,300,300,,19-06-2018 05:36
19-06-2018 11:06:37,81.190323,24.493522,0,19-06-2018 05:36,265,,0,0,13443,4003,0,1,0,0,,300,300,,19-06-2018 05:37
19-06-2018 11:07:02,81.190323,24.493522,0,19-06-2018 05:37,265,,1,1,13423,4003,0,1,1,0,,300,300,,19-06-2018 05:37
19-06-2018 11:07:32,81.190323,24.493522,0,19-06-2018 05:37,265,,1,1,12834,4003,0,1,1,2529,,300,300,,19-06-2018 05:38
19-06-2018 11:08:02,81.190566,24.493611,4,19-06-2018 05:38,65,,1,1,14314,4003,27,1,1,13841,,300,300,,19-06-2018 05:38
19-06-2018 11:08:32,81.190893,24.493747,3,19-06-2018 05:38,58,,1,1,14329,4003,37,1,1,13844,,300,300,,19-06-2018 05:39
19-06-2018 11:09:02,81.191002,24.49391,0,19-06-2018 05:39,146,,1,1,14358,4003,22,1,1,13884,,300,300,,19-06-2018 05:44
19-06-2018 11:09:32,81.191002,24.49391,0,19-06-2018 05:39,146,,1,1,14352,4003,0,1,1,13885,,300,12,,19-06-2018 05:54
19-06-2018 11:10:02,81.191002,24.49391,0,19-06-2018 05:40,146,,1,1,14382,4003,0,1,1,13910,,300,12,,19-06-2018 05:54
19-06-2018 11:10:32,81.191002,24.49391,0,19-06-2018 05:40,146,,1,1,14284,4003,0,1,1,13797,,300,12,,19-06-2018 05:54
19-06-2018 11:10:40,81.191053,24.493882,6,19-06-2018 05:40,104,,1,1,14278,4003,6,1,1,13815,,300,12,,19-06-2018 05:54
19-06-2018 11:10:41,81.191066,24.49388,5,19-06-2018 05:40,93,,1,1,14285,4003,1,1,1,13815,,300,12,,19-06-2018 05:54
19-06-2018 11:10:43,81.191104,24.493886,6,19-06-2018 05:40,72,,1,1,14273,4003,4,1,1,13814,,300,12,,19-06-2018 05:54
19-06-2018 11:11:13,81.191616,24.494088,6,19-06-2018 05:41,69,,1,1,14284,4003,58,1,1,13817,,300,12,,19-06-2018 05:54
19-06-2018 11:11:42,81.191802,24.494118,6,19-06-2018 05:41,199,,1,1,14288,4003,19,1,1,13815,,300,12,,19-06-2018 05:54
19-06-2018 11:11:44,81.191776,24.494085,7,19-06-2018 05:41,223,,1,1,14282,4003,5,1,1,13792,,300,300,,19-06-2018 05:44
19-06-2018 11:11:52,81.191603,24.494,7,19-06-2018 05:41,245,,1,1,14289,4003,20,1,1,13819,,300,300,,19-06-2018 05:44
19-06-2018 11:12:22,81.191046,24.49377,7,19-06-2018 05:42,241,,1,1,14286,4003,63,1,1,13824,,300,300,,19-06-2018 05:44
19-06-2018 11:12:52,81.190554,24.493474,7,19-06-2018 05:42,227,,1,1,14292,4003,61,1,1,13831,,300,300,,19-06-2018 05:44
19-06-2018 11:13:22,81.190214,24.493205,4,19-06-2018 05:43,234,,1,1,14269,4003,46,1,1,13824,,300,300,,19-06-2018 05:44
19-06-2018 11:13:52,81.19008,24.493112,0,19-06-2018 05:43,235,,1,1,14297,4003,17,1,1,13825,,300,300,,19-06-2018 05:44
19-06-2018 11:14:22,81.189702,24.492882,4,19-06-2018 05:44,250,,1,1,14301,4003,47,1,1,13833,,300,300,,19-06-2018 05:45
19-06-2018 11:14:52,81.18953,24.492819,0,19-06-2018 05:44,254,,1,1,14303,4003,19,1,1,13824,,300,300,,19-06-2018 05:47
19-06-2018 11:15:22,81.189382,24.492926,0,19-06-2018 05:45,310,,1,1,14313,4003,19,1,1,13824,,300,300,,19-06-2018 05:47
19-06-2018 11:15:51,81.188979,24.492966,6,19-06-2018 05:45,212,,1,1,14303,4003,42,1,1,13819,,300,300,,19-06-2018 05:47
19-06-2018 11:16:21,81.188659,24.492674,4,19-06-2018 05:46,234,,1,1,14287,4003,47,1,1,13811,,300,300,,19-06-2018 05:47
19-06-2018 11:16:51,81.188378,24.492437,4,19-06-2018 05:46,230,,1,1,14302,4003,40,1,1,13805,,300,300,,19-06-2018 05:47
19-06-2018 11:17:21,81.188141,24.4922,0,19-06-2018 05:47,210,,1,1,14306,4003,36,1,1,13831,,300,300,,19-06-2018 05:48
19-06-2018 11:17:30,81.188032,24.492112,6,19-06-2018 05:47,231,,1,1,14295,4003,15,1,1,13821,,300,300,,19-06-2018 05:48
19-06-2018 11:18:00,81.187712,24.491826,5,19-06-2018 05:48,224,,1,1,14299,4003,46,1,1,13821,,300,300,,19-06-2018 05:48
19-06-2018 11:18:30,81.187386,24.491496,6,19-06-2018 05:48,215,,1,1,14298,4003,50,1,1,13818,,300,300,,19-06-2018 05:49
19-06-2018 11:19:00,81.187078,24.491213,5,19-06-2018 05:49,230,,1,1,14294,4003,45,1,1,13827,,300,300,,19-06-2018 05:49
19-06-2018 11:19:30,81.186758,24.490934,5,19-06-2018 05:49,227,,1,1,14297,4003,46,1,1,13825,,300,300,,19-06-2018 05:50
19-06-2018 11:20:00,81.186413,24.49065,6,19-06-2018 05:50,224,,1,1,14294,4003,48,1,1,13809,,300,300,,19-06-2018 05:51
