,CorrTime,fltLongitude,fltLatitude,fltSpeed,dtTime,srtAngle,NoOfSat,DoorOpen,IgniStat,ExtBatLevel,IntBatLevel,odo,din3,din4,an1,an2,an3,an4,odometer,zzentrydt,lat_long,distances,Diff_lat,Diff_long
21,19-06-2018 10:07:14,81.182579,24.487882,6,19-06-2018 04:37,72,,1,1,14315,4003,55,1,1,13840,,300,300,,19-06-2018 04:37,"24.487882, 81.182579",0.05340626422255796,0.00014799999999937086,0.0005050000000039745
22,19-06-2018 10:07:44,81.183066,24.488066,6,19-06-2018 04:37,64,,1,1,14319,4003,54,1,1,13836,,300,300,,19-06-2018 04:38,"24.488066, 81.183066",0.05324163643119425,0.00018400000000085015,0.0004869999999925767
23,19-06-2018 10:08:14,81.183539,24.488275,6,19-06-2018 04:38,61,,1,1,14316,4003,54,1,1,13843,,300,300,,19-06-2018 04:38,"24.488275, 81.183539",0.05529434670571277,0.00020900000000168006,0.0004729999999995016
24,19-06-2018 10:08:44,81.18400600000001,24.488533,6,19-06-2018 04:38,56,,1,1,14309,4003,56,1,1,13808,,300,300,,19-06-2018 04:39,"24.488533, 81.18400600000001",0.05487116691701544,0.0002579999999987592,0.00046700000001465014
25,19-06-2018 10:09:14,81.184448,24.488819,6,19-06-2018 04:39,47,,1,1,14314,4003,56,1,1,13834,,300,300,,19-06-2018 04:39,"24.488819, 81.184448",0.035968158073043516,0.0002859999999991203,0.00044199999999250394
26,19-06-2018 10:09:44,81.184614,24.489106,5,19-06-2018 04:39,46,,1,1,14314,4003,37,1,1,13827,,300,300,,19-06-2018 04:40,"24.489106, 81.184614",0.051904616678154894,0.00028700000000014825,0.00016599999999300508
27,19-06-2018 10:10:14,81.184998,24.489416000000002,6,19-06-2018 04:40,50,,1,1,14316,4003,53,1,1,13846,,300,300,,19-06-2018 04:41,"24.489416000000002, 81.184998",0.045521549835406266,0.00031000000000247496,0.0003839999999968313
28,19-06-2018 10:10:44,81.185344,24.489678,6,19-06-2018 04:40,43,,1,1,14315,4003,46,1,1,13833,,300,300,,19-06-2018 04:41,"24.489678, 81.185344",0.04535720580222257,0.00026199999999931833,0.00034600000000750697
29,19-06-2018 10:11:14,81.185645,24.489981,4,19-06-2018 04:41,48,,1,1,14313,4003,46,1,1,13831,,300,300,,19-06-2018 04:42,"24.489981, 81.185645",0.04272327425453624,0.000302999999998832,0.00030099999999322335
30,19-06-2018 10:11:44,81.185946,24.490251,5,19-06-2018 04:41,53,,1,1,14311,4003,44,1,1,13840,,300,300,,19-06-2018 04:42,"24.490251, 81.185946",0.04703784394563351,0.00027000000000043656,0.0003010000000074342
