,CorrTime,fltLongitude,fltLatitude,fltSpeed,dtTime,srtAngle,NoOfSat,DoorOpen,IgniStat,ExtBatLevel,IntBatLevel,odo,din3,din4,an1,an2,an3,an4,odometer,zzentrydt,angles,angles_cross,lat_long,distances,deltaT,speed
545,2018-06-19 14:02:23,81.170509,24.488464,7,19-06-2018 08:32,102,,1,1,14278,4001,63,1,1,13809,,300,300,,19-06-2018 08:33,0.8029218164421007,0.8029218164421007,"24.488464, 81.170509",0.062300914413858925,0.008333333333333333,7.476109729663071
546,2018-06-19 14:02:53,81.17108499999999,24.488336,7,19-06-2018 08:32,102,,1,1,14273,4001,61,1,1,13800,,300,300,,19-06-2018 08:33,0.47291333310436967,0.47291333310436967,"24.488336, 81.17108499999999",0.06008249188412801,0.008333333333333333,7.2098990260953615
547,2018-06-19 14:03:23,81.171674,24.4882,7,19-06-2018 08:33,103,,1,1,14279,4001,63,1,1,13823,,300,300,,19-06-2018 08:34,0.25103323330544147,0.25103323330544147,"24.4882, 81.171674",0.06157463181957503,0.008333333333333333,7.388955818349004
548,2018-06-19 14:03:53,81.172275,24.488064,7,19-06-2018 08:33,102,,1,1,14283,4001,64,1,1,13820,,300,300,,19-06-2018 08:34,0.7469589021513465,0.7469589021513465,"24.488064, 81.172275",0.06275480817549126,0.008333333333333333,7.5305769810589505
549,2018-06-19 14:04:23,81.172877,24.487935999999998,7,19-06-2018 08:34,106,,1,1,14286,4001,64,1,1,13804,,300,300,,19-06-2018 08:35,1.1995894124999105,1.1995894124999105,"24.487935999999998, 81.172877",0.06264680491340702,0.008333333333333333,7.517616589608842
550,2018-06-19 14:04:53,81.173478,24.487795000000002,7,19-06-2018 08:34,104,,1,1,14278,4001,64,1,1,13811,,300,300,,19-06-2018 08:36,0.5049969641035948,0.5049969641035948,"24.487795000000002, 81.173478",0.06289017470567677,0.008333333333333333,7.5468209646812126
551,2018-06-19 14:05:23,81.174086,24.487658,7,19-06-2018 08:35,103,,1,1,14276,4001,65,1,1,13815,,300,300,,19-06-2018 08:36,0.5207635522990781,0.5207635522990781,"24.487658, 81.174086",0.06347042351194326,0.008333333333333333,7.616450821433192
552,2018-06-19 14:05:53,81.17468199999999,24.487517999999998,7,19-06-2018 08:35,103,,1,1,14293,4001,63,1,1,13816,,300,300,,19-06-2018 08:36,1.8326561116086308,1.8326561116086308,"24.487517999999998, 81.17468199999999",0.062371852880895425,0.008333333333333333,7.484622345707451
553,2018-06-19 14:06:23,81.175258,24.487402,6,19-06-2018 08:36,102,,1,1,14279,4001,61,1,1,13824,,300,300,,19-06-2018 08:37,2.3149312186972026,2.3149312186972026,"24.487402, 81.175258",0.059783216256813015,0.008333333333333333,7.173985950817562
554,2018-06-19 14:06:53,81.175853,24.487307,5,19-06-2018 08:36,95,,1,1,14293,4001,62,1,1,13829,,300,300,,19-06-2018 08:37,3.9296979685353426,3.9296979685353426,"24.487307, 81.175853",0.06122319787907278,0.008333333333333333,7.346783745488733
555,2018-06-19 14:07:23,81.17644200000001,24.487254,7,19-06-2018 08:37,95,,1,1,14292,4001,61,1,1,13818,,300,300,,19-06-2018 08:38,3.540196743660934,3.540196743660934,"24.487254, 81.17644200000001",0.059991897764826684,0.008333333333333333,7.199027731779202
556,2018-06-19 14:07:53,81.17705,24.487237,7,19-06-2018 08:37,90,,1,1,14281,4001,63,1,1,13805,,300,300,,19-06-2018 08:38,2.063655586513741,2.063655586513741,"24.487237, 81.17705",0.06165868349131737,0.008333333333333333,7.3990420189580846
557,2018-06-19 14:08:24,81.17766999999999,24.487242000000002,7,19-06-2018 08:38,88,,1,1,14286,4001,64,1,1,13821,,300,300,,19-06-2018 08:39,0.9700434623645109,0.9700434623645109,"24.487242000000002, 81.17766999999999",0.06284874720022669,0.008611111111111111,7.2985641909940675
558,2018-06-19 14:08:53,81.17831,24.487257999999997,7,19-06-2018 08:38,88,,1,1,14284,4001,66,1,1,13819,,300,300,,19-06-2018 08:39,0.6110345317400864,0.6110345317400864,"24.487257999999997, 81.17831",0.06489780477932457,0.008055555555555555,8.05627921398512
559,2018-06-19 14:09:23,81.178938,24.487267000000003,7,19-06-2018 08:39,90,,1,1,14288,4001,65,1,1,13814,,300,300,,19-06-2018 08:40,0.4038259416954249,0.4038259416954249,"24.487267000000003, 81.178938",0.06366502077148367,0.008333333333333333,7.639802492578041
560,2018-06-19 14:09:53,81.179546,24.48728,7,19-06-2018 08:39,87,,1,1,14285,4001,63,1,1,13802,,300,300,,19-06-2018 08:40,2.2575674520663305,2.2575674520663305,"24.48728, 81.179546",0.06164672979296393,0.008333333333333333,7.397607575155671
561,2018-06-19 14:10:23,81.180154,24.487317,7,19-06-2018 08:40,87,,1,1,14295,4001,63,1,1,13827,,300,300,,19-06-2018 08:42,0.40396719748077636,0.40396719748077636,"24.487317, 81.180154",0.06176601442296031,0.008333333333333333,7.411921730755237
562,2018-06-19 14:10:53,81.180749,24.487349,7,19-06-2018 08:40,86,,1,1,14294,4001,62,1,1,13824,,300,300,,19-06-2018 08:42,1.206025770743202,1.206025770743202,"24.487349, 81.180749",0.06041620058264312,0.008333333333333333,7.249944069917174
563,2018-06-19 14:11:23,81.181363,24.487395000000003,7,19-06-2018 08:41,80,,1,1,14282,4001,64,1,1,13816,,300,300,,19-06-2018 08:42,3.163528341913502,3.163528341913502,"24.487395000000003, 81.181363",0.062446266414325824,0.008333333333333333,7.493551969719099
564,2018-06-19 14:11:53,81.181952,24.487472,7,19-06-2018 08:41,77,,1,1,14287,4001,61,1,1,13819,,300,300,,19-06-2018 08:42,10.65086508794629,10.65086508794629,"24.487472, 81.181952",0.06031001835385258,0.008333333333333333,7.23720220246231
565,2018-06-19 14:12:04,81.18215699999999,24.487539,6,19-06-2018 08:42,53,,1,1,14283,4001,22,1,1,13822,,300,300,,19-06-2018 08:42,34.59714466099401,34.59714466099401,"24.487539, 81.18215699999999",0.02206523836987423,0.0030555555555555557,7.221350739231566
566,2018-06-19 14:12:07,81.18218900000001,24.487581,6,19-06-2018 08:42,33,,1,1,14263,4001,6,1,1,13807,,300,300,,19-06-2018 08:42,15.343384272319641,15.343384272319641,"24.487581, 81.18218900000001",0.005671317772657465,0.0008333333333333334,6.805581327188958
567,2018-06-19 14:12:11,81.182214,24.487643,6,19-06-2018 08:42,357,,1,1,14237,4001,8,1,1,13816,,300,300,,19-06-2018 08:42,13.741354768438946,13.741354768438946,"24.487643, 81.182214",0.007320083064605418,0.0011111111111111111,6.588074758144876
568,2018-06-19 14:12:17,81.182227,24.487733,7,19-06-2018 08:42,26,,1,1,14285,4001,10,1,1,13815,,300,300,,19-06-2018 08:43,35.34869456777886,35.34869456777886,"24.487733, 81.182227",0.010055594329917619,0.0016666666666666668,6.03335659795057
569,2018-06-19 14:12:20,81.182266,24.487773999999998,7,19-06-2018 08:42,50,,1,1,14273,4001,6,1,1,13812,,300,300,,19-06-2018 08:43,23.598442000120954,23.598442000120954,"24.487773999999998, 81.182266",0.006020968155560949,0.0008333333333333334,7.225161786673139
570,2018-06-19 14:12:22,81.182304,24.48779,7,19-06-2018 08:42,77,,1,1,14275,4001,4,1,1,13819,,300,300,,19-06-2018 08:43,5.288605732045549,5.288605732045549,"24.48779, 81.182304",0.004240003674172838,0.0005555555555555556,7.632006613511109
571,2018-06-19 14:12:52,81.182867,24.487968,7,19-06-2018 08:42,68,,1,1,14300,4001,61,1,1,13826,,300,300,,19-06-2018 08:43,3.8790482184756376,3.8790482184756376,"24.487968, 81.182867",0.060378063178067626,0.008333333333333333,7.245367581368115
572,2018-06-19 14:13:22,81.183392,24.488174,7,19-06-2018 08:43,62,,1,1,14287,4001,59,1,1,13817,,300,300,,19-06-2018 08:44,5.497932938239961,5.497932938239961,"24.488174, 81.183392",0.05790179627294378,0.008333333333333333,6.948215552753253
573,2018-06-19 14:13:52,81.183904,24.488433999999998,7,19-06-2018 08:43,60,,1,1,14302,4001,60,1,1,13832,,300,300,,19-06-2018 08:44,5.6543200001348035,5.6543200001348035,"24.488433999999998, 81.183904",0.05935343730636584,0.008333333333333333,7.122412476763901
574,2018-06-19 14:14:22,81.184397,24.488749,7,19-06-2018 08:44,53,,1,1,14299,4001,62,1,1,13828,,300,300,,19-06-2018 08:45,21.724778273433653,21.724778273433653,"24.488749, 81.184397",0.06094776270524563,0.008333333333333333,7.313731524629476
575,2018-06-19 14:14:52,81.184614,24.489051,4,19-06-2018 08:44,56,,1,1,14296,4001,41,1,1,13807,,300,300,,19-06-2018 08:45,16.681764240413763,16.681764240413763,"24.489051, 81.184614",0.04003496710836427,0.008333333333333333,4.804196053003712
576,2018-06-19 14:15:22,81.18505,24.489387,6,19-06-2018 08:45,47,,1,1,14306,4001,59,1,1,13815,,300,300,,19-06-2018 08:46,3.300115708235433,3.300115708235433,"24.489387, 81.18505",0.05777773130148747,0.008333333333333333,6.933327756178497
577,2018-06-19 14:15:52,81.185478,24.489758,6,19-06-2018 08:45,38,,1,1,14288,4001,61,1,1,13819,,300,300,,19-06-2018 08:46,0.8149327346765625,0.8149327346765625,"24.489758, 81.185478",0.0597564527460589,0.008333333333333333,7.170774329527068
578,2018-06-19 14:16:22,81.18583000000001,24.490072,7,19-06-2018 08:46,44,,1,1,14295,4001,51,1,1,13827,,300,300,,19-06-2018 08:47,0.8926328922107292,0.8926328922107292,"24.490072, 81.18583000000001",0.04982683719158491,0.008333333333333333,5.97922046299019
579,2018-06-19 14:16:52,81.186221,24.49041,6,19-06-2018 08:46,43,,1,1,14289,4001,56,1,1,13823,,300,300,,19-06-2018 08:47,0.961511684598225,0.961511684598225,"24.49041, 81.186221",0.05451983708701152,0.008333333333333333,6.5423804504413825
580,2018-06-19 14:17:22,81.18661800000001,24.490765,7,19-06-2018 08:47,47,,1,1,14292,4001,57,1,1,13813,,300,300,,19-06-2018 08:48,1.2145144250421513,1.2145144250421513,"24.490765, 81.18661800000001",0.056262970270063814,0.008333333333333333,6.751556432407658
581,2018-06-19 14:17:52,81.186995,24.491088,6,19-06-2018 08:47,44,,1,1,14298,4001,53,1,1,13808,,300,300,,19-06-2018 08:48,0.7076805968612361,0.7076805968612361,"24.491088, 81.186995",0.05234768528790606,0.008333333333333333,6.281722234548727
582,2018-06-19 14:18:22,81.187398,24.491442000000003,6,19-06-2018 08:48,46,,1,1,14286,4001,58,1,1,13805,,300,300,,19-06-2018 08:49,2.543867744042082,2.543867744042082,"24.491442000000003, 81.187398",0.05662263037543255,0.008333333333333333,6.794715645051906
583,2018-06-19 14:18:52,81.187776,24.491805,5,19-06-2018 08:48,42,,1,1,14292,4001,57,1,1,13818,,300,300,,19-06-2018 08:49,4.80481189373046,4.80481189373046,"24.491805, 81.187776",0.05553991145657486,0.008333333333333333,6.664789374788983
584,2018-06-19 14:19:22,81.188109,24.492075,5,19-06-2018 08:49,51,,1,1,14285,4001,46,1,1,13808,,300,300,,19-06-2018 08:50,3.855874805048701,3.855874805048701,"24.492075, 81.188109",0.04509648240203714,0.008333333333333333,5.411577888244457
585,2018-06-19 14:19:52,81.188461,24.492402,6,19-06-2018 08:49,45,,1,1,14289,4001,52,1,1,13817,,300,300,,19-06-2018 08:50,6.479323298946422,6.479323298946422,"24.492402, 81.188461",0.050841961046021025,0.008333333333333333,6.101035325522523
586,2018-06-19 14:20:03,81.188602,24.492506,6,19-06-2018 08:50,97,,1,1,14293,4001,19,1,1,13831,,300,300,,19-06-2018 08:50,12.782686658015326,12.782686658015326,"24.492506, 81.188602",0.018356441543296347,0.0030555555555555557,6.007562686896986
587,2018-06-19 14:20:05,81.188634,24.492520000000003,6,19-06-2018 08:50,41,,1,1,14273,4001,4,1,1,13819,,300,300,,19-06-2018 08:50,20.502570799315915,20.502570799315915,"24.492520000000003, 81.188634",0.003595177780732447,0.0005555555555555556,6.471320005318405
588,2018-06-19 14:20:16,81.18876800000001,24.49265,6,19-06-2018 08:50,66,,1,1,14283,4001,20,1,1,13803,,300,300,,19-06-2018 08:51,1.4976500695040225,1.4976500695040225,"24.49265, 81.18876800000001",0.019794582685986974,0.0030555555555555557,6.478227060868464
589,2018-06-19 14:20:20,81.188813,24.492696,6,19-06-2018 08:50,35,,1,1,14268,4001,7,1,1,13820,,300,300,,19-06-2018 08:51,4.4101671513123195,4.4101671513123195,"24.492696, 81.188813",0.006838564077123441,0.0011111111111111111,6.154707669411097
590,2018-06-19 14:20:29,81.188934,24.492801999999998,6,19-06-2018 08:50,54,,1,1,14281,4001,17,1,1,13821,,300,300,,19-06-2018 08:51,7.147029202244451,7.147029202244451,"24.492801999999998, 81.188934",0.016978673879625053,0.0025,6.791469551850021
591,2018-06-19 14:20:32,81.18896600000001,24.492838,6,19-06-2018 08:50,40,,1,1,14273,4001,5,1,1,13809,,300,300,,19-06-2018 08:51,42.20498256201687,42.20498256201687,"24.492838, 81.18896600000001",0.005140148003362144,0.0008333333333333334,6.168177604034572
592,2018-06-19 14:21:32,81.18966999999999,24.492914000000003,0,19-06-2018 08:51,141,,1,1,14285,4001,43,1,1,13813,,300,300,,19-06-2018 08:52,31.27631298904974,31.27631298904974,"24.492914000000003, 81.18966999999999",0.07185262334910954,0.016666666666666666,4.3111574009465725
593,2018-06-19 14:21:41,81.189798,24.492854,6,19-06-2018 08:51,87,,1,1,14298,4001,15,1,1,13823,,300,300,,19-06-2018 08:52,44.68796071010083,44.68796071010083,"24.492854, 81.189798",0.014577265577381376,0.0025,5.83090623095255
594,2018-06-19 14:21:44,81.18984300000001,24.49287,6,19-06-2018 08:51,43,,1,1,14283,4001,5,1,1,13829,,300,300,,19-06-2018 08:52,15.584941894614674,15.584941894614674,"24.49287, 81.18984300000001",0.004893425159048104,0.0008333333333333334,5.872110190857725
595,2018-06-19 14:22:14,81.190259,24.493163,6,19-06-2018 08:52,53,,1,1,14287,4001,54,1,1,13818,,300,300,,19-06-2018 08:53,2.58318144376693,2.58318144376693,"24.493163, 81.190259",0.05320943269707528,0.008333333333333333,6.385131923649034
596,2018-06-19 14:22:44,81.190675,24.493485,6,19-06-2018 08:52,59,,1,1,14290,4001,56,1,1,13818,,300,300,,19-06-2018 08:56,8.35223769731296,8.35223769731296,"24.493485, 81.190675",0.05522727868280022,0.008333333333333333,6.627273441936026
597,2018-06-19 14:23:14,81.19111,24.49373,6,19-06-2018 08:53,62,,1,1,14280,4001,53,1,1,13808,,300,12,,19-06-2018 09:11,7.176438077358322,7.176438077358322,"24.49373, 81.19111",0.051773650162885106,0.008333333333333333,6.212838019546213
598,2018-06-19 14:23:44,81.191661,24.493955,7,19-06-2018 08:53,64,,1,1,14290,4001,62,1,1,13803,,300,12,,19-06-2018 09:11,5.5323156097307,5.5323156097307,"24.493955, 81.191661",0.06115758845189638,0.008333333333333333,7.338910614227566
599,2018-06-19 14:23:55,81.191834,24.494046,6,19-06-2018 08:53,44,,1,1,14296,4001,21,1,1,13822,,300,300,,19-06-2018 08:56,23.887625602911704,23.887625602911704,"24.494046, 81.191834",0.020225799443441796,0.0030555555555555557,6.6193525451264055
600,2018-06-19 14:23:57,81.19185300000001,24.49407,6,19-06-2018 08:53,22,,1,1,14298,4001,3,1,1,13827,,300,300,,19-06-2018 08:56,63.56860906169716,63.56860906169716,"24.49407, 81.19185300000001",0.0032826447700674607,0.0005555555555555556,5.90876058612143
601,2018-06-19 14:24:17,81.19182099999999,24.494138,6,19-06-2018 08:54,258,,1,1,14293,4001,8,1,1,13826,,300,300,,19-06-2018 08:56,86.90832468988957,86.90832468988957,"24.494138, 81.19182099999999",0.008200735677399937,0.005555555555555556,1.4761324219319887
602,2018-06-19 14:24:19,81.191789,24.494125,6,19-06-2018 08:54,238,,1,1,14290,4001,4,1,1,13826,,300,300,,19-06-2018 08:56,1.1999120175226903,1.1999120175226903,"24.494125, 81.191789",0.0035487705840913683,0.0005555555555555556,6.387787051364463
603,2018-06-19 14:24:49,81.19129000000001,24.49391,6,19-06-2018 08:54,248,,1,1,14298,4001,57,1,1,13810,,300,300,,19-06-2018 08:56,7.633167640757299,7.633167640757299,"24.49391, 81.19129000000001",0.055904480998844854,0.008333333333333333,6.708537719861383
604,2018-06-19 14:25:19,81.190893,24.493672,4,19-06-2018 08:55,241,,1,1,14294,4001,49,1,1,13826,,300,300,,19-06-2018 08:56,21.480205803171174,21.480205803171174,"24.493672, 81.190893",0.04810620900008866,0.008333333333333333,5.7727450800106395
605,2018-06-19 14:25:36,81.190701,24.49364,0,19-06-2018 08:55,168,,0,0,14369,4001,0,1,1,13895,,300,300,,19-06-2018 08:56,,,"24.49364, 81.190701",0.019781244733610565,0.004722222222222222,4.188969472999884
606,2018-06-19 14:26:06,81.190701,24.49364,0,19-06-2018 08:56,168,,0,0,13628,4001,0,1,1,0,,300,300,,19-06-2018 08:56,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
607,2018-06-19 14:26:36,81.190701,24.49364,0,19-06-2018 08:56,168,,0,0,13511,4001,0,1,0,0,,300,300,,19-06-2018 08:57,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
608,2018-06-19 14:27:06,81.190701,24.49364,0,19-06-2018 08:57,168,,0,0,13452,4001,0,1,0,0,,300,300,,19-06-2018 08:57,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
609,2018-06-19 14:27:14,81.190701,24.49364,0,19-06-2018 08:57,168,,0,0,13443,4001,0,1,0,0,,300,300,,19-06-2018 08:57,,,"24.49364, 81.190701",0.0,0.0022222222222222222,0.0
610,2018-06-19 14:27:44,81.190701,24.49364,0,19-06-2018 08:57,168,,0,0,13413,4001,0,1,0,0,,300,300,,19-06-2018 08:58,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
611,2018-06-19 14:28:14,81.190701,24.49364,0,19-06-2018 08:58,168,,0,0,13384,4001,0,1,0,0,,300,300,,19-06-2018 08:58,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
612,2018-06-19 14:28:44,81.190701,24.49364,0,19-06-2018 08:58,168,,0,0,13365,4001,0,1,0,0,,300,300,,19-06-2018 08:59,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
613,2018-06-19 14:29:14,81.190701,24.49364,0,19-06-2018 08:59,168,,0,0,13336,4001,0,1,0,0,,300,300,,19-06-2018 09:00,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
614,2018-06-19 14:29:44,81.190701,24.49364,0,19-06-2018 08:59,168,,0,0,13316,4001,0,1,0,0,,300,300,,19-06-2018 09:00,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
615,2018-06-19 14:30:14,81.190701,24.49364,0,19-06-2018 09:00,168,,0,0,13311,4001,0,1,0,0,,300,300,,19-06-2018 09:00,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
616,2018-06-19 14:30:44,81.190701,24.49364,0,19-06-2018 09:00,168,,0,0,13288,4001,0,1,0,0,,300,300,,19-06-2018 09:01,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
617,2018-06-19 14:31:14,81.190701,24.49364,0,19-06-2018 09:01,168,,0,0,13277,4001,0,1,0,0,,300,300,,19-06-2018 09:02,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
618,2018-06-19 14:31:44,81.190701,24.49364,0,19-06-2018 09:01,168,,0,0,13267,4001,0,1,0,0,,300,300,,19-06-2018 09:02,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
619,2018-06-19 14:32:14,81.190701,24.49364,0,19-06-2018 09:02,168,,0,0,13248,4001,0,1,0,0,,300,300,,19-06-2018 09:02,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
620,2018-06-19 14:32:44,81.190701,24.49364,0,19-06-2018 09:02,168,,0,0,13238,4001,0,1,0,0,,300,300,,19-06-2018 09:03,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
621,2018-06-19 14:33:15,81.190701,24.49364,0,19-06-2018 09:03,168,,0,0,13228,4001,0,1,0,0,,300,300,,19-06-2018 09:03,,,"24.49364, 81.190701",0.0,0.008611111111111111,0.0
622,2018-06-19 14:33:44,81.190701,24.49364,0,19-06-2018 09:03,168,,0,0,13219,4001,0,1,0,0,,300,300,,19-06-2018 09:04,,,"24.49364, 81.190701",0.0,0.008055555555555555,0.0
623,2018-06-19 14:34:14,81.190701,24.49364,0,19-06-2018 09:04,168,,0,0,13209,4001,0,1,0,0,,300,300,,19-06-2018 09:04,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
624,2018-06-19 14:34:44,81.190701,24.49364,0,19-06-2018 09:04,168,,0,0,13189,4001,0,1,0,0,,300,300,,19-06-2018 09:05,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
625,2018-06-19 14:35:14,81.190701,24.49364,0,19-06-2018 09:05,168,,0,0,13187,4001,0,1,0,0,,300,300,,19-06-2018 09:06,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
626,2018-06-19 14:35:44,81.190701,24.49364,0,19-06-2018 09:05,168,,0,0,13180,4001,0,1,0,0,,300,300,,19-06-2018 09:06,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
627,2018-06-19 14:36:14,81.190701,24.49364,0,19-06-2018 09:06,168,,0,0,13180,4001,0,1,0,0,,300,300,,19-06-2018 09:06,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
628,2018-06-19 14:36:44,81.190701,24.49364,0,19-06-2018 09:06,168,,0,0,13160,4001,0,1,0,0,,300,300,,19-06-2018 09:07,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
629,2018-06-19 14:37:14,81.190701,24.49364,0,19-06-2018 09:07,168,,0,0,13155,4001,0,1,0,11,,300,300,,19-06-2018 09:08,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
630,2018-06-19 14:37:44,81.190701,24.49364,0,19-06-2018 09:07,168,,0,0,13150,4001,0,1,0,12,,300,300,,19-06-2018 09:08,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
631,2018-06-19 14:38:14,81.190701,24.49364,0,19-06-2018 09:08,168,,0,0,13141,4001,0,1,0,0,,300,300,,19-06-2018 09:09,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
632,2018-06-19 14:38:44,81.190701,24.49364,0,19-06-2018 09:08,168,,0,0,13141,4001,0,1,0,0,,300,300,,19-06-2018 09:09,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
633,2018-06-19 14:39:14,81.190701,24.49364,0,19-06-2018 09:09,168,,0,0,13130,4001,0,1,0,0,,300,300,,19-06-2018 09:09,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
634,2018-06-19 14:39:44,81.190701,24.49364,0,19-06-2018 09:09,168,,0,0,13121,4001,0,1,0,0,,300,300,,19-06-2018 09:10,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
635,2018-06-19 14:40:14,81.190701,24.49364,0,19-06-2018 09:10,168,,0,0,13112,4001,0,1,0,0,,300,300,,19-06-2018 09:11,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
636,2018-06-19 14:40:44,81.190701,24.49364,0,19-06-2018 09:10,168,,0,0,13112,4001,0,1,0,0,,300,300,,19-06-2018 09:11,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
637,2018-06-19 14:41:14,81.190701,24.49364,0,19-06-2018 09:11,168,,0,0,13111,4001,0,1,0,0,,300,300,,19-06-2018 09:11,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
638,2018-06-19 14:41:44,81.190701,24.49364,0,19-06-2018 09:11,168,,0,0,13112,4001,0,1,0,0,,300,300,,19-06-2018 09:12,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
639,2018-06-19 14:42:14,81.190701,24.49364,0,19-06-2018 09:12,168,,0,0,13102,4001,0,1,0,0,,300,300,,19-06-2018 09:12,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
640,2018-06-19 14:42:44,81.190701,24.49364,0,19-06-2018 09:12,168,,0,0,13092,4001,0,1,0,0,,300,300,,19-06-2018 09:13,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
641,2018-06-19 14:43:14,81.190701,24.49364,0,19-06-2018 09:13,168,,0,0,13082,4001,0,1,0,0,,300,300,,19-06-2018 09:13,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
642,2018-06-19 14:43:44,81.190701,24.49364,0,19-06-2018 09:13,168,,0,0,13082,4001,0,1,0,0,,300,300,,19-06-2018 09:14,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
643,2018-06-19 14:44:14,81.190701,24.49364,0,19-06-2018 09:14,168,,0,0,13071,4001,0,1,0,0,,300,300,,19-06-2018 09:15,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
644,2018-06-19 14:44:44,81.190701,24.49364,0,19-06-2018 09:14,168,,0,0,13073,4001,0,1,0,12,,300,300,,19-06-2018 09:15,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
645,2018-06-19 14:45:14,81.190701,24.49364,0,19-06-2018 09:15,168,,0,0,13063,4001,0,1,0,0,,300,300,,19-06-2018 09:16,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
646,2018-06-19 14:45:44,81.190701,24.49364,0,19-06-2018 09:15,168,,0,0,13063,4001,0,1,0,0,,300,300,,19-06-2018 09:16,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
647,2018-06-19 14:46:14,81.190701,24.49364,0,19-06-2018 09:16,168,,0,0,13053,4001,0,1,0,0,,300,300,,19-06-2018 09:17,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
648,2018-06-19 14:46:44,81.190701,24.49364,0,19-06-2018 09:16,168,,0,0,13053,4001,0,1,0,0,,300,300,,19-06-2018 09:17,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
649,2018-06-19 14:47:14,81.190701,24.49364,0,19-06-2018 09:17,168,,0,0,13053,4001,0,1,0,0,,300,300,,19-06-2018 09:18,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
650,2018-06-19 14:47:44,81.190701,24.49364,0,19-06-2018 09:17,168,,0,0,13043,4001,0,1,0,0,,300,300,,19-06-2018 09:18,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
651,2018-06-19 14:48:14,81.190701,24.49364,0,19-06-2018 09:18,168,,0,0,13043,4001,0,1,0,0,,300,300,,19-06-2018 09:19,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
652,2018-06-19 14:48:44,81.190701,24.49364,0,19-06-2018 09:18,168,,0,0,13033,4001,0,1,0,0,,300,300,,19-06-2018 09:19,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
653,2018-06-19 14:49:14,81.190701,24.49364,0,19-06-2018 09:19,168,,0,0,13035,4001,0,1,0,0,,300,300,,19-06-2018 09:19,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
654,2018-06-19 14:49:44,81.190701,24.49364,0,19-06-2018 09:19,168,,0,0,13024,4001,0,1,0,0,,300,300,,19-06-2018 09:20,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
655,2018-06-19 14:50:14,81.190701,24.49364,0,19-06-2018 09:20,168,,0,0,13024,4001,0,1,0,6,,300,300,,19-06-2018 09:21,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
656,2018-06-19 14:50:44,81.190701,24.49364,0,19-06-2018 09:20,168,,0,0,13014,4001,0,1,0,0,,300,300,,19-06-2018 09:21,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
657,2018-06-19 14:51:14,81.190701,24.49364,0,19-06-2018 09:21,168,,0,0,13014,4001,0,1,0,0,,300,300,,19-06-2018 09:22,,,"24.49364, 81.190701",0.0,0.008333333333333333,0.0
